"","X.1","Unnamed..0","X","Date","Year","Time","Location","Operator","Route","AC.Type","Manufacturer","Registration","cn.ln","Aboard","Aboard.Passangers","Aboard.Crew","Fatalities","Fatalities.Passangers","Fatalities.Crew","Ground","Summary","Coordinates","Latitude","Longitude","Country","Country.coordinates","Location_Status"
"68",322,358,360,"12/22/1934",1934,"02-03","Sunbright, Tennessee","American Airlines","Louisville, KY - Nashville, TN","Lockheed Orion 9D","Lockheed","NC12286","198",1,0,1,1,0,1,0,"Crashed into Big Pilot mountain, 50 feet from the top of the summit, four miles from Sunbright, in poor visibility. The battery-generator system failed, thus causing an error in the ship's compass and probably affecting other essential navigation instruments.","(36.2383, -84.687096)",35.6740664190972,-84.3711565164672,"United States","United States","correct location"
"69",329,365,368,"04/01/1935",1935,"00-01","Beauvais, France","Air France","","Farman F-300","Farman","F-ALHQ","7243-2",3,0,3,1,0,1,0,"Shortly after departure, the captain decided to return to Paris because of low visibility. The aircraft hit a tree and crashed in an open field. The chief pilot of Air France, Robert Bajac, 36, was killed. Blame was placed on the aircraft which was found to be unstable in flight.","(49.434164, 2.087193)",49.2533236754074,-0.613403260987099,"France","France","correct location"
"70",330,366,369,"04/06/1935",1935,"15-16","Brilon, Germany","KLM Royal Dutch Airlines","Praha, Czechoslovakia - Amsterdam, Netherlands","Fokker F-12","Fokker","PH-AFL","5242",7,3,4,7,3,4,0,"Crashed after the pilot tried to maintain visual contact with the ground in heavy fog and snow. The plane was named ""Leeuwerik."" The pilot was unable to distinguish the ground from the surroundings and to establish his real position to continue then flight in a safely manner.","(51.39356, 8.570482)",51.255769149131,8.34210436637965,"Germany","Germany","correct location"
"71",331,368,371,"05/06/1935",1935,"03-04","Atlanta, Missouri","Trans Continental and Western Air","Los Angeles - Albuquerque - Kanasas City -  Washington","Douglas DC-2-112","Douglas","NC13785","1295",14,12,2,5,3,2,0,"The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly.","(33.769805, -84.414581)",35.1971670998901,-82.1029116804488,"United States","United States","correct location"
"72",332,369,372,"05/18/1935",1935,"00-01","Moscow, Russia","Gor'ky Eskadril'ya","Demonstration","Tupolev ANT-20 / I-5","Tupolev","CCCP-I20","",50,37,13,50,37,13,2,"Midair collision with an I-5 fighter at 2,300 ft. The fighter was performing aerobatics trying to loop around the Tupolev. The plane crashed into a residental neighborhood and was on its maiden flight. The plane was nicknamed ""Maxim Gorky.""  Pilot error. Forty-nine killed on the Tupolev, one on the I-5","(55.741469, 37.615561)",55.7078843557905,35.0435115779762,"Russia","Russia","correct location"
"73",333,370,373,"05/18/1935",1935,"18-19","Flint, Michigan","Knowles Flying Service of Detroit","Sightseeing","Ford model 4-AT-E","Ford","WC-7864","4-AT-49",12,11,1,3,2,1,0,"While on a sightseeing trip, the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use.","(43.025186, -83.68695)",45.3851287435823,-85.0243654935307,"United States","United States","correct location"
"74",334,371,374,"05/27/1935",1935,"16-17","Glendo, Wyoming","Wyoming Air Service","Billings - Sheridan - Casper - Cheyenne","Boeing 221","Boeing","NC725W","1153",1,0,1,1,0,1,0,"While flying in poor weather conditions, the pilot decided to reduce his altitude to maintain a visual contact with the ground and crashed into a hill. The accidental collision with the ground while flying low due to severe local weather conditions.","(42.504727, -105.025398)",41.797188952133,-103.718458998737,"United States","United States","correct location"
"75",335,372,375,"05/28/1935",1935,"22-23","Maywood, Illinois","Chicago and Southern Airlines","Chicago - St. Louis","Stinson SM6000B Tri-motor","Stinson","NC10894","5050",2,1,1,2,1,1,0,"Crashed into the ground on a farm  after the pilot made an abrupt turn to avoid trees, striking the wing on the ground. The unintentional collision with the ground while flying at too low altitude at night.","(33.986817, -118.183615)",34.0067545203971,-115.983744948515,"United States","United States","correct location"
"76",337,374,377,"06/24/1935",1935,"14-15","Medellin, Colombia","Servicio Aereo Columbiano / SCADTA","Medellin - BogotÃÂ¡","Ford Tri-Motor / Ford Tri-Motor","Ford","C-31 / F-31","5-AT-112/5-AT-006",20,18,2,17,15,2,0,"A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident..  Actor, singer, Carlos Gardel, 44, and his lyricist Alfredo Le Pera, 35, among those killed.","(6.276949, -75.576955)",6.17622140899209,-74.4013869851731,"Colombia","Colombia","correct location"
"77",338,375,378,"07/14/1935",1935,"09-10","Amsterdam, Netherlands","KLM Royal Dutch Airlines","Amsterdam - Sweden","Fokker F-XXII","Fokker","PH-AJQ","5358",20,15,5,6,2,4,0,"The plane lost altitude while attempting an emergency landing after taking off and losing two engines. The wing hit a dyke and the plane burst into flames.","(52.37243, 4.89973)",52.5216943332957,4.08872631223635,"Netherlands","Netherlands","correct location"
"78",340,377,380,"07/20/1935",1935,"12-13","Pian Giacomo, Switzerland","KLM Royal Dutch Airlines","Milan - Frankfort - Amsterdam","Douglas DC-2","Douglas","PH-AKG","1335",13,9,4,13,9,4,0,"Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds. The crew flew through the wrong valley which ended in a dead end. Icing condtions,.","(46.41912, 9.22871)",46.1476252403917,8.73789088958725,"Switzerland","Switzerland","correct location"
"79",343,380,383,"08/07/1935",1935,"08-09","Cairo, Egypt","Ala Littoria","Guidonia - Cairo - Massawa - Asmara","Savoia-Marchetti S-66","Savoia Marchetti","I-REDI","15004",7,3,4,7,3,4,0,"Ten minutes after taking off an explosion occurred aboard and the aircraft crashed in the dessert, 8 km south of the airport. The cause of the explosion was undetermined.","(30.079694, 31.323437)",31.5308108446505,29.7150573220114,"Egypt","Egypt","correct location"
"80",344,381,385,"08/14/1935",1935,"23-00","Gilmer, Texas","Delta Air Lines","Dallas -  Atlanta","Stinson Model A","Stinson","NC14599","9103",4,3,1,4,3,1,0,"Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.","(34.702316, -84.451179)",34.1261254146935,-83.6148701772465,"United States","United States","correct location"
"81",345,382,386,"08/15/1935",1935,"20-21","Walakpa, near Point Barrow, Alaska","Private","","Lockheed Orion 9E Explorer float plane","Lockheed","NR12283","195",2,1,1,2,1,1,0,"Dense fog caused the pilot to make a forced landing about 15 miles south of Point Barrow.  After some mechanical repairs, the plane took off, rose to about 50 feet and then crashed into shallow water. Loss of control of the aircraft at a low altitude after sudden engine failure due to the extreme nose-heaviness of the aircraft. Adventurer, Wiley Post, 37, and humorist, Will Rogers, 56, killed. Most experts believe that a combination of miscalculations in the design and operation of the heavily customized aircraft resulted in the uncontrollable spin that occurred right after takeoff.","(71.074467, -157.090411)",70.9731071531867,-158.246435845389,"United States","United States","correct location"
"82",346,383,387,"08/15/1935",1935,"20-21","Glendo, Wyoming","Aero Mayflower Transit Co","Helena - Denver","Waco, model YLC","Other","NC14140","4202",3,2,1,3,2,1,0,"The plane flew into a mountain 43 miles West of Glendo in heavy fog.  Against advice to the contrary, the pilot decided to fly a direct route to Denver rather than go around, following the valleys and airways used by other pilots. The direct route took him across some of the most dangerous flying country in the west.","(42.504727, -105.025398)",43.4247740291051,-105.270182536594,"United States","United States","correct location"
"83",347,384,388,"09/01/1935",1935,"23-00","Burbank, California","Western Air Express","Burbank, CA - Salt Lake City, UT","Boeing 247","Boeing","NC13314","1695",3,0,3,3,0,3,0,"A few minutes after take off from Burbank Airport, while climbing to a height of 1,000 feet in foggy conditions, the aircraft went out of control, stalled, hit power lines and crashed in flames in a field.","(34.185797, -118.322584)",33.2585019512842,-113.899891972168,"United States","United States","correct location"
"84",350,387,391,"10/07/1935",1935,"02-03","Cheyenne, Wyoming","United Air Lines","Salt Lake City - Cheyenne","Boeing 247D","Boeing","NC13317","1698",12,9,3,12,9,3,0,"While flying in a normal, slightly descending path, the aircraft  first collided with the ground just a few feet  below the top of a small knoll tearing out both engines and engine nacelles. It then rebounded and continued through the air for a distance of 1,120 feet, where it came to rest.  Error on the part of the pilot in executing an abrupt maneuver with insufficient altitude for safety and failure of the pilot to maintain proper control of the aircraft during this maneuver.","(41.138437, -104.812406)",41.3980630392131,-104.547570107836,"United States","United States","correct location"
"85",352,389,393,"10/21/1935",1935,"11-12","Troy, New York","Chamberlin Flying Service","Troy - Teterboro","Curtiss AT-32C Condor","Curtiss","NC725K","G-2",6,4,2,1,0,1,0,"The plane lost the left engine shortly after taking off. The pilot tried to make an emergency landing but was caught in a downdraft and the plane crashed.","(42.718569, -73.677087)",43.0216930011555,-73.8397972363468,"United States","United States","correct location"
"86",353,390,394,"10/30/1935",1935,"19-20","Cheyenne, Wyoming","United Air Lines","Test flight","Boeing B-247-D","Boeing","NC13323","1704",4,0,4,4,0,4,0,"Crashed into a hill in poor weather conditions 5 miles south of Cheyenne. Test flight. Poor judgment by the pilot for executing an abrupt maneuver with insufficient altitude for safety and  failure of the pilot to maintain proper control of the aircraft during this maneuver.","(41.138437, -104.812406)",39.9873663191046,-104.358786459681,"United States","United States","correct location"
"87",354,392,396,"11/09/1935",1935,"04-05","Fort Worth, Texas","Braniff Airlines","Dallas - Waco","Lockheed Vega","Lockheed","NC980Y","191",1,0,1,1,0,1,0,"Plunged to the ground thirty minutes after leaving Fort Worth. Tried to return to Dallas airport due to inclement weather.","(32.729442, -97.33181)",33.4926458992364,-97.4607360335306,"United States","United States","correct location"
"88",358,396,400,"12/10/1935",1935,"16-17","Croydon, England","Sabena","Brussels, Belgium - Croydon, England","Savoia-Marchetti SM73","Savoia Marchetti","OO-AGN","30002",11,7,4,11,7,4,0,"While flying low, the aircraft hit tree tops, stalled and crashed in flames into a wooded area 13 km short of the runway, The pilot did not request bearings from the airport and tried to navigate on his own.","(51.373327, -0.092786)",49.2325577671379,-1.70770143241091,"United Kingdom","United Kingdom","correct location"
"89",359,398,402,"12/31/1935",1935,"19-20","Alexandria, Egypt","Imperial Airways","London - Brindisi - Mirabella - Alexandria","Short S-8 Calcutta flying boat","Short","G-AASJ","S-752",13,9,4,12,9,1,0,"The aircraft ran out of fuel and crashed off Alexandria. The plane was named ""The City of Khartoum.""","(31.201965, 29.94805)",31.2129348988737,30.9346786354114,"Egypt","Egypt","correct location"
"90",361,400,404,"01/14/1936",1936,"19-20","Goodwin, Arkansas","American Airlines"," Newark - Memphis - Little Rock - Dallas - Los Angeles","Douglas DC-2-120","Douglas","NC14274","1307",17,14,3,17,14,3,0,"Flew into trees and disintegrated. The cause of the crash could not be determined.  Possible causes include, passenger interference, one fuel tank running dry, flying too low and the co-pilot alone at the controls.","(44.877545, -96.849701)",45.0684501156011,-96.5594060909564,"United States","United States","correct location"
"91",363,402,406,"01/21/1936",1936,"10-11","Ajaccio, Corsica, France","Air France"," Marseille - Ajaccio - Tunis","CAMS 53","Other","F-AJIR","19",6,3,3,6,3,3,0,"Vanished off the coast of Corsica after sending a distress call that the engine had failed.","(41.926997, 8.735367)",42.2780960593029,5.63014308825389,"France","France","correct location"
"92",369,410,414,"04/07/1936",1936,"10-11","Uniontown, Pennsylvania","Trans Continental and Western Air","Newark - Los Angeles","Douglas DC-2-112","Douglas","NC13721","1247",14,11,3,12,10,2,0,"Crashed into Chestnut Ridge in fog. The poor  judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio.","(39.899559, -79.727614)",39.8041209527287,-77.7164015133275,"United States","United States","correct location"
